INDICE,COLOR,TIPO,TEXTO,FLAVOR
569,Roja,Objetos,El vaso de Mickey Mouse del McDonald's,Coleccionable noventero ascendido a vajilla oficial de la casa.
570,Roja,Lugares,La lavandería del barrio,'Mañana a las dos' y nunca está lista a las dos.
571,Roja,Evento,El pana que pide la cola y termina manejando él,Pidió el aventón y terminaste de copiloto en tu propio carro.
572,Roja,Dichos,"""Llevarse a alguien por delante""",Atropellar a todos por andar apurado y sin mirar a nadie.
573,Roja,Personajes,La señora que reza el rosario en el autobús,Encomienda el viaje a todos los santos: conoce al chofer.
574,Roja,Guachafitas,Llevar la nevera de anime a la playa más llena de cervezas que de hielo,El hielo se derrite en dos horas y las tomas como agua bendita.
575,Roja,Personajes,Coraima Torres,Hay gente en Serbia que aprendió español viéndola sufrir.
576,Roja,Comida,El casabe con suero,"Truena al partirla; con suero salado, manjar prehispánico."
577,Roja,Objetos,La cartera de tu mamá que tiene de todo,"Pañitos, aspirinas, una factura del 2015 y las llaves que no halla."
578,Roja,Lugares,El Saladillo de Maracaibo,"Aquí juran que se inventó el patacón, el queso y la alegría."
579,Roja,Dichos,"""Estar en el aire""",Nada resuelto ni decidido. El estado del venezolano promedio.
580,Roja,Personajes,El que pregunta «¿y a cómo está el dólar?» en cada conversación,"Actualiza la tasa antes que el propio paralelo, sin que preguntes."
581,Roja,Guachafitas,El que arregla los lentes rotos con teipe y sigue su vida normal,"Tres vueltas de teipe, ladeadita permanente y cero gasto."
582,Roja,Personajes,Gabriela Spanic,Jugó a la gemela buena y la mala con dedicación de premio.
583,Roja,Comida,Una catalina con café,No le digo de otra forma porque... tú sabes.
584,Roja,Objetos,El llavero con quince llaves de puertas que ya no existen,El manojo de llaves de puertas fantasma que nadie osa desechar.
585,Roja,Lugares,La carretera vieja Caracas-La Guaira,Del que no paga autopista pero sí quiere marearse.
586,Roja,Dichos,"""Echar un cuento""",Tan elaborada que ni tú recuerdas qué parte fue verdad.
587,Roja,Personajes,El pana que se ofrece a ayudar en la mudanza y desaparece,Llega cuando ya subiste la nevera y se va con la pizza.
588,Roja,Guachafitas,Anunciar que vas a dejar de tomar todos los lunes del año,El lunes dura hasta el '¿nos echamos una fría?' de las cuatro.
589,Roja,Personajes,Lupita Ferrer,Llegó a Hollywood cuando 'soñar en grande' era ilegal por escaso.
590,Roja,Comida,Los chicharrones de la carretera,Sin nevera y sin remordimiento. Rezas que el estómago aguante.
591,Roja,Objetos,El espejo retrovisor amarrado con alambre,Perdió el retrovisor en 2018 y sobrevive con alambre y fe.
592,Roja,Lugares,El abasto que fía,'Anótamelo en la libreta': contrato más serio que un banco.
593,Roja,Evento,La cena navideña que empieza a la 1 a.m.,Comes la hallaca de madrugada y nadie apura a la abuela.
594,Roja,Dichos,"""Quedarse en el sitio""",Sorprenderte tanto que el cuerpo deja de funcionar un rato.
595,Roja,Personajes,Jean Carlo Simancas,Enamoraba a tres generaciones de tías con una sola mirada.
596,Roja,Comida,Una arepa 'pelúa' rebosada,Carne mechada y queso rallado como melena. El nombre lo explica.
597,Roja,Objetos,La cornetica del Polar Ice en la cava de playa,Su sonido anuncia al vendedor. Sagrado bajo el sol.
598,Roja,Evento,El regateo en el mercado municipal,Duelo por dos bolívares y compras de más 'porque me cayó bien'.
599,Roja,Dichos,"""Ponerse las pilas""","Espabilarse en serio, generalmente cuando ya es tarde."
600,Roja,Personajes,La cajera del supermercado que pide cambio,Te pide 'el sencillo' como si fuera tu culpa que no haya monedas.
601,Roja,Personajes,Carlos Mata,Tenía a las señoras suspirando y a los esposos celosos del TV.
602,Roja,Comida,El Tequeñón,Tequeño tamaño familiar que comes en media hora.
603,Roja,Objetos,El ventilador de techo que tiembla,Lleva 20 años amenazando con caerse y nunca cumple.
604,Roja,Lugares,El ambulatorio del barrio,El templo de la salud donde la espera cura más que el diagnóstico.
605,Roja,Evento,El motorizado que te entrega el pedido frío,El mensajero cuyo 'recién salido' lleva una hora enfriándose.
606,Roja,Dichos,"""Estar más perdido que cochino en feria""",Desorientado y sin saber que eres el plato principal.
607,Roja,Personajes,El que llega de Estados Unidos hablando medio inglés,Tres meses en Doral y ya olvidó cómo se dice 'cola'.
608,Roja,Objetos,El cuaderno Caribe forrado con plástico transparente,Forrarlo sin burbujas separaba a los pulcros de los desastres.
609,Roja,Lugares,La parada de los 'piratas',Carro lleno hasta el mecate y un chofer que maneja perseguido.
610,Roja,"Acciones","Andar en pelotas","El regreso sagrado al estado en que los dioses te crearon."
611,Roja,"Acciones","Lavar el baño","La penitencia doméstica que purifica el alma y las baldosas."
612,Roja,"Acciones","Bañarse con totumita","Aseo manual practicado cuando falla el suministro de agua."
613,Roja,"Acciones","Llorar en la ducha","El llanto secreto que solo las tuberías se atreven a oír."
614,Roja,"Acciones","Mentir en el currículum","Exageración deliberada de méritos en un documento formal."
615,Roja,"Acciones","Espiar a la ex en redes","Revisión compulsiva de perfiles de una relación terminada."
616,Roja,"Acciones","Fingir una llamada para escapar","La actuación heroica que libera al cautivo de la charla eterna."
617,Roja,"Acciones","Dejar en visto","La crueldad suprema sellada por dos palomitas azules."
618,Roja,"Acciones","Cantar en el carro","El concierto sagrado donde el semáforo es el único testigo."
619,Roja,"Acciones","Comerse el último pedazo y negarlo","El crimen perfecto que ninguna cámara logró capturar."
620,Roja,"Acciones","Bailar solo en la sala","La danza secreta que ningún mortal debía presenciar jamás."
621,Roja,"Acciones","Hablar mal del jefe en el baño","El confesionario corporativo donde la verdad por fin se libera."
622,Roja,"Acciones","Prometer la dieta el lunes","El juramento eterno que ningún lunes ha visto cumplirse."
623,Roja,"Acciones","Stalkear al crush","Vigilancia digital minuciosa del objeto de deseo."
624,Roja,"Acciones","Ghostear a alguien","El acto de esfumarse como espectro sin dejar rastro ni recibo."
625,Roja,"Acciones","Postear la vida perfecta que no tienes","Publicación de una realidad idealizada e inexistente."
626,Roja,"Acciones","Aceptar términos sin leerlos","Lo que todos hacemos alguna vez."
627,Roja,"Acciones","Dormirse en misa","El descanso sagrado que el sermón mismo bendijo sin querer."
628,Roja,"Acciones","Reírse en el momento inoportuno","La traición del cuerpo que estalla en pleno velorio."
629,Roja,"Acciones","Contestar ""jajaja"" sin reírte","La cortesía vacía que sostiene el imperio de la conversación."
630,Roja,"Acciones","Cancelar planes para quedarte en cama","La victoria silenciosa del introvertido sobre el mundo exterior."
631,Roja,"Acciones","Buscar tu nombre en Google","El ego con conexión a internet en busca de su reflejo."
632,Roja,"Acciones","Devorar la nevera a medianoche","La cacería sagrada que ninguna dieta logra detener."
633,Roja,"Acciones","Escribir un tweet y borrarlo","Redacción y eliminación de una publicación no enviada."
634,Roja,"Acciones","Fingir que ya casi terminas el trabajo","Declaración falsa de progreso laboral avanzado."
635,Roja,"Acciones","Reciclar la excusa de siempre","El clásico inmortal que nunca pasa de moda ni convence."
636,Roja,"Acciones","Fingir que sabes de vinos","El falso sommelier que jura hallar nobleza en cada trago."
637,Roja,"Acciones","Aplaudir cuando aterriza el avión","Por favor... No lo hagan."
638,Roja,"Acciones","Guardar cables que ya no sirven","Conservación de accesorios electrónicos obsoletos."
639,Roja,"Acciones","Discutir con desconocidos en internet","El deporte extremo sin premio que libra el aburrido."
640,Roja,"Acciones","Comprar cosas en oferta que no necesitas","El ahorro glorioso que termina costando la quincena entera."
641,Roja,"Acciones","Fingir demencia cuando toca pagar","Simulación de olvido al momento de cubrir una cuenta."
642,Roja,"Acciones","Ver ""un solo capítulo"" y terminar la temporada","El engaño del ""solo uno"" que devora la noche completa."
643,Roja,"Acciones","Sacar la basura en pijama","La misión relámpago donde la dignidad es opcional."
644,Roja,"Acciones","Hacerte el dormido para no responder","Simulación de sueño para evadir una obligación."
645,Roja,"Acciones","El insomnio a las 3 a.m.","Mientras no sea a las 3:33 AM todo bien."
646,Roja,"Acciones","Prometer que vas al gym mañana","El mañana prometido que jamás ha llegado a amanecer."
647,Roja,"Acciones","Tomarte cien fotos para subir una","Captura excesiva de imágenes para una sola publicación."
648,Roja,"Acciones","Escuchar el mismo audio cinco veces","Chamo, ¿Por qué no pueden escribir?"
649,Roja,"Acciones","Fingir que el wifi se cayó","El escape moderno que libera al alma de toda videollamada."
650,Roja,"Acciones","Poner la alarma y no levantarte","Programar un despertador para luego ignorarlo por completo."
651,Roja,"Acciones","Comer parado frente a la nevera","La gastronomía de la desesperación a puerta abierta."
652,Roja,"Acciones","Guardar el vaso ""para después""","Conservación de un recipiente usado para reutilizarlo."
653,Roja,"Acciones","Contar un chiste que nadie entiende","El comediante solitario ante una audiencia eternamente hostil."
654,Roja,"Acciones","Perder horas escogiendo qué ver","Dilación prolongada en la selección de contenido."
655,Roja,"Acciones","Ensayar la pelea en la ducha","Practicar un argumento imaginario durante el aseo."
656,Roja,"Acciones","Prometer secreto y contarlo de una","Jurar discreción e incumplirla de inmediato."
657,Roja,"Acciones","Fingir que trabajas cuando pasa el jefe","Simular productividad ante la presencia del superior."
658,Roja,"Acciones","Comprar libros que nunca leerás","Tu y yo estamos claros."
659,Roja,"Acciones","Llorar con propaganda de seguros","Reacción emotiva ante un anuncio comercial."
660,Roja,"Personales","Mi autoestima","El castillo en ruinas que se reconstruye cada mañana."
661,Roja,"Personales","Mi cuenta bancaria","El abismo numérico que da vértigo con solo mirarlo."
662,Roja,"Personales","Mi vida amorosa","Historial sentimental de escasa actividad reciente."
663,Roja,"Personales","Mis decisiones a las 3 a.m.","Elecciones tomadas en horario de bajo juicio."
664,Roja,"Personales","Mi fuerza de voluntad","La heroína que se rinde apenas aparece un postre."
665,Roja,"Personales","Mi paciencia en el tráfico","Tolerancia que se agota antes de la primera cola."
666,Roja,"Personales","Mi cuerpo después de los 30","El templo antiguo cuyas columnas empiezan a crujir."
667,Roja,"Personales","Mis notas de bachillerato","Registro académico que se prefiere mantener oculto."
668,Roja,"Personales","Mi memoria para pagar deudas","La amnesia conveniente que borra justo lo que se debe."
669,Roja,"Personales","Mi historial de búsqueda","La verdad prohibida que jamás debe salir a la luz."
670,Roja,"Personales","Mis amigos","Con amigos así, ¿para qué enemigos?"
671,Roja,"Personales","Mi ex","El capítulo cerrado que insiste en resucitar de noche."
672,Roja,"Personales","Mi paz mental","La especie en peligro de extinción que todos cazan."
673,Roja,"Personales","Mi dieta","Régimen alimenticio en estado de pausa indefinida."
674,Roja,"Personales","Mi productividad los lunes","Rendimiento laboral de nivel históricamente bajo."
675,Roja,"Personales","Mis planes de fin de semana","La gran gesta que muere apagada frente al sofá."
676,Roja,"Personales","Mi relación con el dinero","Vínculo financiero de carácter complicado y tenso."
677,Roja,"Personales","Mi capacidad de ahorro","Aptitud para reservar recursos, de existencia dudosa."
678,Roja,"Personales","Mi vida social","La agenda vacía que se exhibe con inexplicable orgullo."
679,Roja,"Personales","Mi paciencia con la familia en diciembre","Tolerancia parental sometida a prueba anual extrema."
680,Roja,"Personales","Mi salud mental en época de exámenes","Estado psicológico deteriorado durante evaluaciones."
681,Roja,"Personales","Mi orgullo","Lo último que suelto, aunque el barco entero se hunda."
682,Roja,"Personales","Mi grupo de WhatsApp familiar","El reino del caos gobernado por cadenas de bendiciones."
683,Roja,"Personales","Mis ganas de trabajar el viernes","Motivación laboral en punto crítico de ausencia. Similar al lunes."
684,Roja,"Personales","Mi sentido de la orientación","Capacidad de ubicación espacial notablemente deficiente."
685,Roja,"Personajes","Simón Bolívar","Todos somos hijos de este señor... Literal"
686,Roja,"Personajes","Elon Musk","El titán que sueña con morir en Marte por puro deporte."
687,Roja,"Personajes","Ibai Llanos","*Risa indiscutible* Pero increíblemente cómica."
688,Roja,"Personajes","Cleopatra","La soberana que hundía imperios con una sola mirada."
689,Roja,"Personajes","Albert Einstein","El sabio de cabello rebelde que dobló el espacio y el tiempo."
690,Roja,"Personajes","Cristiano Ronaldo","SIUUUUUUUU!"
691,Roja,"Personajes","Lionel Messi","Anda pa ashaa' bobo"
692,Roja,"Personajes","Shakira","Las caderas que, según consta, jamás han sabido mentir."
693,Roja,"Personajes","Bad Bunny","El conejo que reina sobre el mundo sin pedir permiso."
694,Roja,"Personajes","Taylor Swift","La que convierte cada despecho en un imperio de millones."
695,Roja,"Personajes","La NASA","Los que gastan billones para confirmar que estamos solos."
696,Roja,"Personajes","El Papa","El único influencer con línea directa y sagrada al cielo."
697,Roja,"Personajes","Napoleón","El pequeño gigante que quiso el mundo entero para sí."
698,Roja,"Personajes","Steve Jobs","El profeta del suéter negro y la manzana mordida."
699,Roja,"Personajes","Mark Zuckerberg","El que aprendió a fingir humanidad con notable esfuerzo."
700,Roja,"Personajes","Bill Gates","El que primero te vende el sistema y luego te cura del virus."
701,Roja,"Personajes","Michael Jackson","El rey que desafió la gravedad con un guante brillante."
702,Roja,"Personajes","Freddie Mercury","La voz que rasgó el cielo en cuatro octavas gloriosas."
703,Roja,"Personajes","Beethoven","El sordo que le dictó sinfonías eternas al silencio."
704,Roja,"Personajes","Leonardo da Vinci","El que lo sabía todo y casi nunca terminaba nada."
705,Roja,"Personajes","Gandhi","El flaco que derrotó a un imperio sin lanzar un golpe."
706,Roja,"Personajes","Nikola Tesla","El genio que murió pobre inventando el futuro para otros."
707,Roja,"Personajes","Marie Curie","La que domó la radiación y pagó el precio con su vida."
708,Roja,"Personajes","Frida Kahlo","El dolor convertido en obra maestra, con cejas y todo."
709,Roja,"Personajes","Che Guevara","El rostro que terminó estampado en un millón de camisetas."
710,Roja,"Personajes","Diego Maradona","El dios pecador que anotó con la mismísima mano de Dios."
711,Roja,"Personajes","Pelé","El rey que elevó el fútbol a la categoría de arte sagrado."
712,Roja,"Personajes","Muhammad Ali","El que flotaba como mariposa y picaba como abeja."
713,Roja,"Personajes","Mr. Beast","El mecenas moderno que reparte millones por cada vista."
714,Roja,"Personajes","Keanu Reeves","El único elegido del que ningún mortal habla mal."
715,Roja,"Personajes","La Roca","La ceja que, con solo alzarse, mueve imperios de cine."
716,Roja,"Personajes","Kim Kardashian","La que se hizo famosa por ser famosa, y venció."
717,Roja,"Personajes","Donald Trump","El que tuiteaba más rápido de lo que lograba gobernar."
718,Roja,"Personajes","Barack Obama","El que hizo ver fácil gobernar con un traje impecable."
719,Roja,"Personajes","Michael Jordan","El que convirtió una cancha en un templo de religión."
720,Roja,"Personajes","LeBron James","El rey que se negó rotundamente a dejar de reinar."
721,Roja,"Personajes","Serena Williams","La única reina que jugaba tenis en serio."
722,Roja,"Personajes","Snoop Dogg","El que fuma tranquilo mientras el mundo entero arde."
723,Roja,"Personajes","Rihanna","La que dejó de cantar y siguió más rica que nunca."
724,Roja,"Personajes","Beyoncé","La reina que ya no necesita ni siquiera un apellido."
725,Roja,"Personajes","Drake","El que consigue llorar hasta dentro de un jet privado."
726,Roja,"Personajes","Speed","El grito viviente que un día rompió el internet entero."
727,Roja,"Personajes","Neymar","El que cae siete veces y se levanta ocho para reclamar."
728,Roja,"Personajes","Julio Iglesias","El galán que cuenta más amores que canciones grabadas."
729,Roja,"Personajes","Los Beatles","Los cuatro que le pusieron banda sonora a todo un siglo."
730,Roja,"Situaciones","Quedarse sin batería al 1%","""Y lo usare solo para decirte lo mucho que lo siento""."
731,Roja,"Situaciones","El grupo del trabajo a las 11 p.m.","La invasión sin tregua que no respeta descanso ni domingo."
732,Roja,"Situaciones","La videollamada donde nadie prende la cámara","El aquelarre de fantasmas que se reúnen sin rostro."
733,Roja,"Situaciones","El ""te leí pero no contesté""","Confesión de lectura sin respuesta a un mensaje."
734,Roja,"Situaciones","Buscar el control que tienes en la mano","El misterio doméstico que ninguna mente logra resolver."
735,Roja,"Situaciones","El cargador que solo funciona en cierto ángulo","La física cuántica de bolsillo que exige fe y paciencia."
736,Roja,"Situaciones","La contraseña que olvidaste al segundo","La amnesia digital que ataca justo al momento de guardarla."
737,Roja,"Situaciones","La actualización que dañó lo que servía","El progreso glorioso que decidió retroceder sin avisar."
738,Roja,"Situaciones","El ""cargando..."" eterno","El purgatorio moderno encarnado en una barra de progreso."
739,Roja,"Situaciones","Aceptar las galletas para que se calle la página","La rendición inmediata ante el pop-up implacable."
740,Roja,"Situaciones","El influencer que te vende humo","El mercader de la nada con excelente iluminación."
741,Roja,"Situaciones","La reunión que pudo ser un correo","Encuentro laboral cuyo contenido cabía en un mensaje."
742,Roja,"Situaciones","El corrector que cambia la palabra por otra peor","Juro que ahi decía fruta"
743,Roja,"Situaciones","Los mil tabs abiertos ""por si acaso""","El museo interminable de las buenas intenciones digitales."
744,Roja,"Situaciones","El wifi del café que no carga nada","Conexión pública de rendimiento prácticamente nulo."
745,Roja,"Situaciones","El ""escribiendo..."" que aparece y desaparece","La tortura psicológica servida en tiempo real."
746,Roja,"Situaciones","La foto grupal donde todos salen mal menos uno","El sacrificio fotográfico de muchos por la gloria de uno."
747,Roja,"Situaciones","El pago que ""está procesando"" desde ayer","Transacción financiera en estado pendiente prolongado."
748,Roja,"Situaciones","La suscripción que olvidaste cancelar","La sangría mensual invisible que nadie logra detener."
749,Roja,"Situaciones","Explicarle el meme a quien no lo entendió","Nah, ya pa que'"
750,Roja,"Situaciones","El ""recuerdos de hace 5 años""","La emboscada emocional que la nube tiende sin piedad."
751,Roja,"Situaciones","Un mensaje para tu crush totalmente ignorado","La puñalada silenciosa asestada con impecable estilo."
752,Roja,"Situaciones","El ""solo cinco minutos más""","La mentira sagrada que se repite tres veces cada mañana."
753,Roja,"Situaciones","La compra impulsiva a las 2 a.m.","La decisión que el amanecer contempla con horror."
754,Roja,"Situaciones","La llamada de número desconocido","El suspenso telefónico sin tráiler, avales ni garantías."
755,Roja,"Situaciones","El GPS que te manda por la peor ruta","El guía traicionero de voz amable y pésimo criterio."
756,Roja,"Situaciones","Perder el hilo de por qué abriste el teléfono","La amnesia instantánea que define a la era digital."
757,Roja,"Situaciones","El grupo de estudio que solo manda memes","La productividad en ruinas coronada por la risa eterna."
758,Roja,"Situaciones","El botón de ""comprar ahora""","El gatillo fácil que dispara directo a la ruina."
759,Roja,"Situaciones","La notificación en pleno cine","El delator luminoso que enfurece a toda la sala."
760,Roja,"Lugares","La ONU","El club mundial donde nadie logra ponerse de acuerdo."
761,Roja,"Lugares","Netflix","El que sube el precio y baja el catálogo con descaro."
762,Roja,"Lugares","Google","El que sabe de ti más que tu propia y santa madre."
763,Roja,"Lugares","Amazon","La caja que llega a tu puerta antes de que la pidas."
764,Roja,"Lugares","TikTok","El agujero negro que se tragó tu tarde sin dejar rastro."
765,Roja,"Lugares","La Torre Eiffel","El fierro que a fuerza de existir se volvió símbolo del amor."
766,Roja,"Lugares","Wall Street","El casino donde apuestan alegremente con tu futuro."
767,Roja,"Lugares","Hollywood","La fábrica de sueños que jamás muestra la letra pequeña."
768,Roja,"Lugares","El Vaticano","El país más pequeño que ejerce la mayor de las influencias."
769,Roja,"Lugares","La Estatua de la Libertad","La promesa verde que recibe a todo el que se atreve."
770,Roja,"Lugares","Silicon Valley","La cuna de las apps que arruinaron tu sueño para siempre."
771,Roja,"Lugares","La Gran Muralla China","El muro tan grande que hasta la exageración lo agranda."
772,Roja,"Lugares","Las Pirámides de Egipto","El misterio de piedra que ninguna teoría logra explicar."
773,Roja,"Lugares","El Coliseo Romano","El estadio donde el espectáculo terminaba siempre en sangre."
774,Roja,"Lugares","McDonald's","El payaso que alimenta y engorda al planeta entero."
775,Roja,"Lugares","Coca-Cola","La fórmula secreta que conquistó cada rincón del mundo."
776,Roja,"Lugares","Disney","El imperio que te vende la infancia cómodamente a plazos."
777,Roja,"Lugares","La Bolsa de Valores","El corazón mundial que late en verde euforia y rojo pánico."
778,Roja,"Lugares","El Titanic","El insumergible que apenas duró una sola noche fatídica."
779,Roja,"Absurdos","Un pingüino con corbata","La elegancia inexplicable que camina sobre el hielo."
780,Roja,"Absurdos","El infinito más uno","Concepto matemático de imposible ejecución práctica."
781,Roja,"Absurdos","Un aguacate en crisis existencial","El que madura por fuera y se cuestiona todo por dentro."
782,Roja,"Absurdos","El vacío legal","El hueco sagrado por donde todos logran escaparse."
783,Roja,"Absurdos","La quinta dimensión","El reino donde habitan todas las medias perdidas."
784,Roja,"Absurdos","Un ornitorrinco","Es solo un ornitorrinco"
785,Roja,"Absurdos","El botón que no hace nada","Control aparentemente carente de función real."
786,Roja,"Absurdos","La media que se perdió en la lavadora","Prenda extraviada durante el ciclo de lavado."
787,Roja,"Absurdos","Un unicornio con resaca","¿Y por qué no?"
788,Roja,"Absurdos","La gravedad","La fuerza implacable que nunca te ha dejado subir de verdad."
789,Roja,"Absurdos","El silencio incómodo del ascensor","La eternidad condensada en apenas diez pisos de viaje."
790,Roja,"Absurdos","Un cactus emocional","El ser lleno de púas que, aun así, abraza tu corazón."
791,Roja,"Absurdos","Una piñata rencorosa","La que guarda cada golpe para vengarse en el cumpleaños."
792,Roja,"Absurdos","Un semáforo daltónico","Dispositivo de tránsito con aparente confusión de colores."
793,Roja,"Absurdos","El mosquito invisible de la madrugada","El francotirador zumbante que ataca al apagar la luz."
794,Roja,"Absurdos","El lunes a las 7 a.m.","El villano recurrente que regresa sin que nadie lo invite."
795,Roja,"Situaciones","La resaca","La factura implacable que cobra el placer de anoche."
796,Roja,"Situaciones","La cuenta de la luz","¿Esto se pagaba?"
797,Roja,"Situaciones","El primer día de clases","La ansiedad sagrada vestida con uniforme recién estrenado."
798,Roja,"Situaciones","El último día de vacaciones","El duelo anticipado que el reloj administra sin piedad."
799,Roja,"Situaciones","La suegra","La auditora emocional que jamás requiere cita previa."
800,Roja,"Situaciones","El despertador","¡A CHAMBEAAAAR!"
801,Roja,"Situaciones","La báscula","A veces es mejor no saber."
802,Roja,"Situaciones","El sueldo","Lo que llega cansado y se marcha corriendo sin despedirse."
803,Roja,"Situaciones","La fila del banco","El purgatorio con aire acondicionado eternamente dañado."
804,Roja,"Situaciones","El tráfico","La cárcel con ruedas que se decreta cada tarde."
805,Roja,"Situaciones","El examen sorpresa","La traición académica ejecutada sin previo aviso ni piedad."
806,Roja,"Situaciones","La cita con el dentista","La tortura agendada que promete anestesia y entrega miedo."
807,Roja,"Situaciones","El ""mira tenemos que hablar""","Las cuatro palabras que hielan la sangre al instante."
808,Roja,"Situaciones","El domingo por la noche","La sombra creciente del lunes que ya asoma en el horizonte."
809,Roja,"Situaciones","La reunión familiar con preguntas incómodas","¿Y la novia pa' cuando sobrino?"
810,Roja,"Situaciones","El vecino que taladra un domingo","El terrorista sonoro del reposo ajeno y sagrado."
811,Roja,"Situaciones","La cuenta compartida en el restaurante","El álgebra hostil que enfrenta a los mejores amigos."
812,Roja,"Situaciones","El plan de ""solo una cervecita""","La inocente puerta de entrada al caos absoluto."
813,Roja,"Situaciones","La entrevista de trabajo","El interrogatorio disfrazado de amena charla informal."
814,Roja,"Situaciones","La lista de propósitos de año nuevo","La dieta empieza el lunes ¡fijo!"
815,Roja,"Situaciones","La primera cana","Y apenas tengo 30..."
816,Roja,"Situaciones","La foto del pasaporte","El retrato criminal oficializado por el mismísimo Estado."
817,Roja,"Situaciones","El cumpleaños número 30","El fin decretado de la juventud según la cruel sociedad."
818,Roja,"Situaciones","El ""¿y para cuándo los hijos?""","La bomba lanzada sin piedad en toda cena familiar."
819,Roja,"Acciones","Fingir sorpresa en tu fiesta sorpresa","La actuación forzada que exige el protocolo social."
820,Roja,"Acciones","Reírte de tu chiste antes de contarlo","El spoiler involuntario de tu propia y frágil gracia."
821,Roja,"Acciones","Prometer llegar temprano y llegar de último","La leyenda inversa de quien convierte el ""temprano"" en mito."
822,Roja,"Acciones","Guardar el pantalón ""para cuando adelgace""","El acto de fe textil que aguarda un milagro eterno."
823,Roja,"Acciones","Ver tutoriales y no hacer nada","La sabiduría teórica que jamás toca la realidad."
824,Roja,"Acciones","Limpiar y terminar viendo fotos viejas","La nostalgia traidora que sabotea toda buena intención."
825,Roja,"Acciones","Comprar plantas y verlas morir","¿Dónde está mi Rocky? (el cactus)."
826,Roja,"Acciones","Prometer que esta vez sí ahorras","El voto solemne que no sobrevive hasta el viernes."
827,Roja,"Acciones","Contestar el examen a punta de fe","Si el examen dura 90 min, ¡yo me voy al 91!"
828,Roja,"Acciones","Escribir ""confirmado"" y no ir","El compromiso de papel mojado que se disuelve solo."
829,Roja,"Acciones","Reenviar la cadena ""por si acaso""","La superstición moderna que se propaga con un solo toque."
830,Roja,"Acciones","Comer sano en público y chatarra en casa","La doble vida gastronómica que nadie confiesa jamás."
831,Roja,"Acciones","Buscar tus síntomas en internet","Dr. Google dice: Efectivamente Cáncer."
832,Roja,"Acciones","Prometer no comprar nada y salir con tres bolsas","La voluntad de mantequilla que se derrite en la vitrina."
833,Roja,"Acciones","Devolver el carrito del súper... o no","El dilema moral supremo del estacionamiento del mercado."
834,Roja,"Acciones","Fingir que entiendes el chiste en otro idioma","La sonrisa diplomática que esconde el total desconcierto."
835,Roja,"Acciones","Empezar mil series y no terminar ninguna","El coleccionista de comienzos que teme todo final."
836,Roja,"Acciones","Poner excusas para no salir de casa","El arte refinado de la evasión perfeccionado en pijama."
837,Roja,"Acciones","Jurar que mañana empiezas de cero","El renacimiento eterno que siempre se agenda para mañana."
838,Roja,"Personajes","Julio César","El que vino, vio, venció y luego lo apuñalaron entre amigos."
839,Roja,"Personajes","Sócrates","El que solo sabía que no sabía nada, y aun así enseñaba."
840,Roja,"Personajes","Cristóbal Colón","El que se perdió buscando India y halló un continente."
841,Roja,"Personajes","William Shakespeare","El que inventó la mitad de los sentimientos que hoy sientes."
842,Roja,"Personajes","Charles Darwin","El que nos emparentó con el mono, para escándalo de muchos."
843,Roja,"Personajes","Isaac Newton","El que le echó la culpa de su genio a una simple manzana."
844,Roja,"Personajes","Mozart","El niño prodigio que componía antes de atarse los zapatos."
845,Roja,"Personajes","Vincent van Gogh","El que pintó las estrellas y vendió un solo cuadro en vida."
846,Roja,"Personajes","Pablo Picasso","El que dibujaba raro y le pagaban auténticas fortunas."
847,Roja,"Personajes","Marilyn Monroe","El suspiro que se transformó en leyenda trágica y eterna."
848,Roja,"Personajes","Elvis Presley","El rey que meneó las caderas y escandalizó a una nación."
849,Roja,"Personajes","Stephen Hawking","El que le explicó el universo entero al propio universo."
850,Roja,"Personajes","Walt Disney","El que congeló la infancia para venderla a plazos."
851,Roja,"Personajes","Coco Chanel","La que vistió al mundo entero de un negro elegante y eterno."
852,Roja,"Personajes","Usain Bolt","El rayo humano que batía marcas mientras sonreía."
853,Roja,"Personajes","Tom Cruise","El que se cuelga de aviones en marcha por pura diversión."
854,Roja,"Personajes","Leonardo DiCaprio","El que persiguió el Óscar tanto como a la novia de veinticinco."
855,Roja,"Personajes","Morgan Freeman","La voz de Dios encarnada en un narrador de documentales."
856,Roja,"Personajes","Gordon Ramsay","El cocinero que insulta sin tregua hasta que por fin aprendes."
857,Roja,"Personajes","Bob Esponja","¡IMAGINAAACIÓN!"
858,Roja,"Personajes","Homero Simpson","¡D’OH!"
859,Roja,"Personajes","Batman","¿El mejor superpoder de todos?"
860,Roja,"Personajes","Superman","Henry Cavill... Nada más que agregar."
861,Roja,"Personajes","Spider-Man","El muchacho de problemas eternos que balancea entre edificios."
862,Roja,"Personajes","Darth Vader","El padre más incómodo de toda la galaxia conocida."
863,Roja,"Personajes","Yoda","El maestro verde que al revés habla, sabiduría profunda tiene."
864,Roja,"Personajes","Harry Potter","El niño que sobrevivió pero jamás superó a sus padres."
865,Roja,"Personajes","Mickey Mouse","El ratón que construyó un imperio con dos orejas redondas."
866,Roja,"Personajes","Barbie","La de plástico perfecta que sobrevivió a todas las modas."
867,Roja,"Personajes","Winnie Pooh","El osito filósofo que resuelve la vida con un tarro de miel."
868,Roja,"Situaciones","El primer beso","La torpeza sagrada que ningún mortal logra olvidar."
869,Roja,"Situaciones","La friendzone","El cuarto de invitados donde el amor duerme para siempre."
